Game Turn, Range, Value, Seed, Type, Location
1, 2, 0, 0, sync, Choosing a random cost for a civic to have
1, 2, 1, 12345, sync, Choosing a random cost for a civic to have
1, 2, 1, 3554416254, sync, Choosing a random cost for a civic to have
1, 2, 1, 2802067423, sync, Choosing a random cost for a civic to have
1, 2, 0, 3596950572, sync, Choosing a random cost for a civic to have
1, 1, 0, 229283573, sync, Choosing how many prerequisites for a civic to have
1, 100, 24, 3256818826, sync, Choosing a random prerequisite for a civic to have
1, 1, 0, 1051550459, sync, Choosing how many prerequisites for a civic to have
1, 1, 0, 3441282840, sync, Choosing a random prerequisite for a civic to have
1, 1, 0, 2941955441, sync, Choosing how many prerequisites for a civic to have
1, 200, 137, 551188310, sync, Choosing a random prerequisite for a civic to have
1, 1, 0, 2951033815, sync, Choosing how many prerequisites for a civic to have
1, 101, 59, 1772930244, sync, Choosing a random prerequisite for a civic to have
1, 1, 0, 2518396845, sync, Choosing how many prerequisites for a civic to have
1, 2, 0, 639546082, sync, Choosing a random prerequisite for a civic to have
1, 3, 1, 1381971571, sync, Choosing how many prerequisites for a civic to have
1, 300, 148, 1695770928, sync, Choosing a random prerequisite for a civic to have
1, 201, 180, 2121308585, sync, Choosing a random prerequisite for a civic to have
1, 2, 1, 3866696494, sync, Choosing a random cost for a tech to have
1, 2, 0, 3144468175, sync, Choosing a random cost for a tech to have
1, 2, 1, 1157490780, sync, Choosing a random cost for a tech to have
1, 2, 1, 3490719589, sync, Choosing a random cost for a tech to have
1, 2, 0, 2684337210, sync, Choosing a random cost for a tech to have
1, 2, 0, 1511588075, sync, Choosing a random cost for a tech to have
1, 1, 0, 1538207304, sync, Choosing how many prerequisites for a tech to have
1, 300, 199, 2103497953, sync, Choosing a random prerequisite for a tech to have
1, 1, 0, 2854052358, sync, Choosing how many prerequisites for a tech to have
1, 201, 171, 3104096455, sync, Choosing a random prerequisite for a tech to have
1, 1, 0, 3668764404, sync, Choosing how many prerequisites for a tech to have
1, 102, 59, 1588911645, sync, Choosing a random prerequisite for a tech to have
1, 1, 0, 2518522002, sync, Choosing how many prerequisites for a tech to have
1, 300, 117, 33727075, sync, Choosing a random prerequisite for a tech to have
1, 1, 0, 1680572000, sync, Choosing how many prerequisites for a tech to have
1, 201, 160, 88489753, sync, Choosing a random prerequisite for a tech to have
1, 1, 0, 3430460382, sync, Choosing how many prerequisites for a tech to have
1, 102, 28, 527630783, sync, Choosing a random prerequisite for a tech to have
1, 3, 2, 1194991756, sync, Choosing how many prerequisites for a tech to have
1, 300, 209, 3253908437, sync, Choosing a random prerequisite for a tech to have
1, 201, 118, 3001001962, sync, Choosing a random prerequisite for a tech to have
1, 102, 32, 2539649755, sync, Choosing a random prerequisite for a tech to have
1, 1, 0, 1387182456, sync, Choosing how many prerequisites for a tech to have
1, 100, 15, 1538766929, sync, Choosing a random prerequisite for a tech to have
5, 35, 16, 2916760041, sync, Active Volcano Roll
5, 4990, 3131, 1992676974, sync, Random Event Roll
5, 1, 0, 2695233807, sync, GetNextBuyablePlot picker
5, 2, 1, 2610640284, sync, Random River
5, 1, 0, 2652081061, sync, GetNextBuyablePlot picker
5, 1, 0, 696052602, sync, Random River
5, 3, 1, 3561725739, sync, Random Direction
5, 2, 1, 1962151816, sync, GetNextBuyablePlot picker
5, 1, 0, 3017162017, sync, GetNextBuyablePlot picker
5, 2, 0, 2170438982, sync, City Build District Choice
5, 2, 0, 677577479, sync, Random River
5, 4200, 733, 2071895092, sync, Choosing a Goody Hut Type
5, 55, 49, 750291549, sync, Choosing a Sub Type
5, 10, 2, 3853086674, sync, Random Direction
5, 1, 0, 933415075, sync, Random River
5, 9, 0, 3666036640, sync, Random Direction
5, 2, 0, 259551065, sync, GetNextBuyablePlot picker
5, 5, 2, 702238, sync, Random Direction
5, 2, 1, 2274315263, sync, GetNextBuyablePlot picker
5, 12, 11, 3882171852, sync, Unit Combat Damage
5, 12, 4, 4139231253, sync, Unit Combat Damage
5, 5, 3, 1453795114, sync, Random Direction
5, 1, 0, 3348539675, sync, GetNextBuyablePlot picker
5, 2, 1, 2291034808, sync, Random Direction
5, 2, 0, 3413618833, sync, GetNextBuyablePlot picker
5, 55, 49, 2062060534, sync, Choosing a City Name
5, 6, 0, 3857497079, sync, Random Direction
5, 1, 0, 521894500, sync, Random Volcano
5, 2, 0, 2874524877, sync, GetNextBuyablePlot picker
5, 55, 32, 1493791106, sync, Choosing a City Name
5, 4200, 1563, 2519146643, sync, Choosing a Goody Hut Type
5, 55, 52, 1598544080, sync, Choosing a Sub Type
5, 1, 0, 4136034505, sync, GetNextBuyablePlot picker
5, 2, 1, 4100006862, sync, GetNextBuyablePlot picker
5, 4, 1, 2778280687, sync, Random Direction
5, 1, 0, 1134146044, sync, GetNextBuyablePlot picker
5, 6, 3, 1100202117, sync, Random Direction
5, 1, 0, 2624564954, sync, GetNextBuyablePlot picker
5, 6, 0, 963645195, sync, Random Direction
5, 10, 6, 114160104, sync, Random Direction
5, 8, 3, 2798968833, sync, Random Direction
5, 6, 4, 1722408614, sync, Random Direction
5, 10, 8, 3532558567, sync, Random Direction
5, 3, 2, 3498329236, sync, GetNextBuyablePlot picker
5, 2, 0, 3014556477, sync, Random Direction
5, 1, 0, 2030386994, sync, Random Direction
5, 1, 0, 3005830275, sync, Random Direction
5, 1, 0, 2158695936, sync, Random Direction
5, 1, 0, 3985411641, sync, GetNextBuyablePlot picker
5, 4, 0, 1900289150, sync, Random Direction
5, 5, 3, 35829215, sync, Random Direction
5, 6, 3, 3316355628, sync, Selecting a random new quest
5, 5, 4, 2862535925, sync, Choosing random tech type for Trigger Tech Boost quest
5, 5, 3, 4110516874, sync, Random Direction
5, 9, 3, 3357987067, sync, Random Direction
5, 3, 2, 1767220504, sync, Random Direction
5, 2, 0, 3126119281, sync, GetNextBuyablePlot picker
5, 3, 1, 914177366, sync, Random Direction
5, 4, 2, 2726789591, sync, Random Direction
5, 4, 0, 2156657348, sync, Random Direction
5, 1, 0, 429501869, sync, Random Direction
5, 5, 3, 4196915426, sync, Random Direction
5, 4, 3, 3352847475, sync, GetNextBuyablePlot picker
5, 5, 3, 3920625456, sync, Random Direction
5, 7, 2, 2932897705, sync, Random Direction
5, 2, 1, 1760469294, sync, Random Direction
5, 4, 1, 3125466319, sync, Random Direction
5, 1, 0, 1171119708, sync, Random Direction
5, 1, 0, 3381650789, sync, GetNextBuyablePlot picker
5, 6, 4, 3142033978, sync, Random Direction
5, 3, 1, 3284791019, sync, Random Direction
5, 4, 3, 1485341768, sync, Random Direction
5, 4, 2, 3793646305, sync, Random Direction
5, 4, 0, 2298324998, sync, Random Direction
5, 1, 0, 399937223, sync, GetNextBuyablePlot picker
5, 8, 6, 2059771124, sync, Random Direction
5, 6, 1, 3568196637, sync, Random Direction
5, 3, 0, 1237073554, sync, Random Direction
5, 4, 2, 925061219, sync, Random Direction
5, 6, 3, 2350486624, sync, Random Direction
5, 3, 0, 2488900889, sync, GetNextBuyablePlot picker
5, 4, 3, 1381741022, sync, Random Direction
5, 6, 3, 4042297279, sync, Random Direction
5, 5, 0, 2398328460, sync, Random Direction
5, 4, 1, 299758037, sync, Random Direction
5, 2, 0, 1525485034, sync, Random Direction
5, 1, 0, 505964763, sync, GetNextBuyablePlot picker
5, 8, 6, 3683225464, sync, Random Direction
5, 5, 1, 3524843089, sync, Random Direction
5, 5, 4, 1501961910, sync, Random Direction
5, 8, 4, 4063934391, sync, Random Direction
5, 10, 4, 2508466980, sync, Random Direction
5, 2, 0, 1883473549, sync, GetNextBuyablePlot picker
5, 3, 1, 1036873794, sync, Random Direction
5, 4, 3, 2109282387, sync, Random Direction
5, 5, 0, 3496662416, sync, Random Direction
5, 2, 1, 133103241, sync, Random Direction
5, 5, 3, 3645263502, sync, Random Direction
5, 1, 0, 3199395503, sync, GetNextBuyablePlot picker
5, 2, 0, 2395978428, sync, Random Direction
5, 1, 0, 1119877701, sync, Random Direction
5, 3, 1, 6079898, sync, Random Direction
5, 2, 1, 1523662539, sync, Random Direction
5, 2, 1, 2285618856, sync, Random Direction
5, 1, 0, 2246768065, sync, GetNextBuyablePlot picker
5, 4, 3, 2956042598, sync, Random Direction
5, 3, 1, 3744660647, sync, Random Direction
5, 3, 1, 1641719124, sync, Random Direction
5, 6, 4, 2070949117, sync, Random Direction
5, 5, 0, 3307630066, sync, Random Direction
5, 1, 0, 570997827, sync, GetNextBuyablePlot picker
5, 9, 8, 3320234688, sync, Random Direction
5, 8, 4, 4078410745, sync, Random Direction
5, 9, 1, 2385082174, sync, Random Direction
5, 1, 0, 569432479, sync, GetNextBuyablePlot picker
5, 9, 7, 2245348076, sync, Random Direction
5, 8, 2, 3610050229, sync, Random Direction
5, 9, 4, 1220659530, sync, Random Direction
5, 5, 3, 2131980475, sync, Random Direction
5, 8, 5, 3007457752, sync, Random Direction
5, 1, 0, 2969293105, sync, GetNextBuyablePlot picker
5, 6, 2, 1373319190, sync, Random Direction
5, 7, 2, 1778277783, sync, Random Direction
5, 6, 5, 1536953220, sync, Random Direction
5, 9, 5, 4178268013, sync, Random Direction
5, 8, 5, 2538747810, sync, Random Direction
5, 1, 0, 2755738675, sync, GetNextBuyablePlot picker
5, 5, 0, 1385192432, sync, Random Direction
5, 9, 5, 790263145, sync, Random Direction
5, 12, 11, 2520787950, sync, Random Direction
5, 12, 2, 4006176911, sync, Random Direction
5, 6, 2, 926369564, sync, Random Direction
5, 2, 1, 1977351973, sync, GetNextBuyablePlot picker
5, 3, 0, 4060551418, sync, Random Direction
5, 4, 2, 33423019, sync, Random Direction
5, 4, 0, 2684336392, sync, Random Direction
5, 4, 1, 779249825, sync, Random Direction
5, 5, 4, 1881000646, sync, Random Direction
5, 1, 0, 3952859783, sync, GetNextBuyablePlot picker
5, 3, 2, 425418164, sync, Random Direction
5, 4, 3, 3484151261, sync, Random Direction
5, 4, 1, 3835415890, sync, Random Direction
5, 6, 2, 1850841123, sync, Selecting a random new quest
5, 4, 3, 1663738144, sync, Choosing random district type for Zone District quest
5, 4, 1, 4110322393, sync, Random Direction
5, 2, 1, 1535470750, sync, GetNextBuyablePlot picker
5, 2, 0, 3206255487, sync, Random Direction
5, 3, 1, 417902412, sync, Random Direction
5, 1, 0, 1631845269, sync, Random Direction
5, 4, 2, 2329392298, sync, Random Direction
5, 2, 1, 3160402075, sync, Random Direction
5, 1, 0, 2962715704, sync, GetNextBuyablePlot picker
5, 4, 1, 1899346961, sync, Random Direction
5, 7, 3, 1498706294, sync, Random Direction
5, 4, 1, 2060088183, sync, Random Direction
5, 5, 1, 2087427044, sync, Random Direction
5, 2, 0, 967379021, sync, Random Direction
5, 1, 0, 101592834, sync, GetNextBuyablePlot picker
5, 12, 1, 3286814739, sync, Unit Combat Damage
5, 12, 3, 456692304, sync, Unit Combat Damage
5, 7, 1, 1300945993, sync, Random Direction
5, 6, 5, 1018444110, sync, Random Direction
5, 4, 2, 3800455791, sync, Random Direction
5, 5, 4, 2208072572, sync, Random Direction
5, 2, 0, 3885757445, sync, GetNextBuyablePlot picker
5, 8, 6, 580820058, sync, Random Direction
5, 6, 3, 3636997771, sync, Random Direction
5, 7, 6, 2515295080, sync, Random Direction
5, 8, 1, 4092382081, sync, Random Direction
5, 11, 9, 681190438, sync, Random Direction
5, 1, 0, 3691587687, sync, Barbarian camp region placement
5, 1, 0, 3772761620, sync, Barbarian camp location
5, 3, 0, 890871485, sync, Barb Tribe Roll
5, 12, 8, 762600626, sync, Unit Combat Damage
5, 12, 0, 2994070531, sync, Unit Combat Damage
6, 35, 17, 83701632, sync, Active Volcano Roll
6, 4990, 1194, 2168875449, sync, Random Event Roll
6, 950, 290, 1028100606, sync, Pick Storm Start Plot
6, 5, 4, 1315487071, sync, Storm Direction Preview
6, 40, 32, 3804611500, sync, Choosing a Citizen Name
6, 100, 97, 3537561717, sync, Pillage Improvement Chance
6, 100, 76, 4186361866, sync, Pillage Improvement Chance
6, 100, 49, 3280326779, sync, Pillage Improvement Chance
6, 100, 66, 2141286040, sync, Pillage Improvement Chance
6, 1, 0, 2835257073, sync, GetNextBuyablePlot picker
6, 1, 0, 1976165078, sync, GetNextBuyablePlot picker
6, 1, 0, 1905719639, sync, GetNextBuyablePlot picker
6, 40, 38, 1300945988, sync, Choosing a Citizen Name
6, 39, 3, 4090802477, sync, Choosing a Citizen Name
6, 1, 0, 358176354, sync, GetNextBuyablePlot picker
6, 55, 14, 19387379, sync, Choosing a City Name
6, 4, 2, 1098610864, sync, Random Direction
6, 40, 28, 2289578793, sync, Choosing a Citizen Name
6, 2, 1, 3044701870, sync, GetNextBuyablePlot picker
6, 1, 0, 2380381263, sync, GetNextBuyablePlot picker
6, 40, 33, 3835129820, sync, Choosing a Citizen Name
6, 2, 0, 3635927269, sync, GetNextBuyablePlot picker
6, 55, 5, 813387706, sync, Choosing a City Name
6, 2, 0, 447204971, sync, Random River
6, 3850, 1602, 1276751304, sync, Choosing a Goody Hut Type
6, 55, 1, 1787960929, sync, Choosing a Sub Type
6, 7, 1, 92188038, sync, Random Direction
6, 2, 1, 728950343, sync, GetNextBuyablePlot picker
6, 6, 1, 2751454836, sync, Random Direction
6, 6, 4, 1265713053, sync, Selecting a random new quest
6, 6, 0, 2970098706, sync, Choosing random civic type for Trigger Civic Boost quest
6, 1, 0, 552443875, sync, GetNextBuyablePlot picker
6, 1, 0, 3094769120, sync, Random Direction
6, 1, 0, 2066167961, sync, GetNextBuyablePlot picker
6, 2, 1, 38266718, sync, GetNextBuyablePlot picker
6, 13, 8, 2983221055, sync, Random Lake Range
6, 8, 0, 2852423692, sync, Random Direction
6, 9, 4, 178898261, sync, Random Direction
6, 3, 1, 2032606058, sync, Random River
6, 2, 1, 2650613851, sync, GetNextBuyablePlot picker
6, 1, 0, 3094878456, sync, GetNextBuyablePlot picker
6, 2, 0, 1787716049, sync, City Build District Choice
6, 7, 3, 2031322166, sync, Random Direction
6, 1, 0, 2002513719, sync, GetNextBuyablePlot picker
6, 55, 8, 3499216036, sync, Choosing a City Name
6, 6, 5, 625363469, sync, Random Direction
6, 3, 0, 3700141506, sync, Random River
6, 1, 0, 477513683, sync, GetNextBuyablePlot picker
6, 2, 0, 1215368976, sync, Random Direction
6, 6, 1, 18512393, sync, Selecting a random new quest
6, 4, 1, 896197646, sync, Choosing random unit type for Train Unit quest
6, 2, 1, 1087606319, sync, GetNextBuyablePlot picker
6, 1, 0, 4139781180, sync, GetNextBuyablePlot picker
6, 7, 5, 1172811205, sync, Random Direction
6, 9, 1, 3321180954, sync, Random Direction
6, 6, 3, 521461323, sync, Random Direction
6, 9, 5, 2426384424, sync, Random Direction
6, 5, 4, 2728026433, sync, Random Direction
6, 3, 0, 4272121574, sync, GetNextBuyablePlot picker
6, 1, 0, 819008551, sync, Random Direction
6, 2, 1, 4199786196, sync, Random Direction
6, 1, 0, 3999977597, sync, GetNextBuyablePlot picker
6, 6, 3, 212798322, sync, Random Direction
6, 6, 5, 2284899267, sync, Random Direction
6, 5, 3, 4138622016, sync, Random Direction
6, 7, 5, 3252221817, sync, Random Direction
6, 3, 0, 3311299774, sync, Random Direction
6, 2, 0, 659185951, sync, GetNextBuyablePlot picker
6, 3, 1, 1631386732, sync, Random Direction
6, 8, 7, 2741539381, sync, Random Direction
6, 4, 1, 4195391178, sync, Random Direction
6, 3, 2, 1899884603, sync, Random Direction
6, 2, 0, 3744691032, sync, Random Direction
6, 4, 0, 1142758577, sync, GetNextBuyablePlot picker
6, 5, 2, 17388950, sync, Random Direction
6, 8, 5, 2433832215, sync, Random Direction
6, 2, 0, 3004722436, sync, Random Direction
6, 4, 3, 129356525, sync, Random Direction
6, 2, 0, 4278007074, sync, Random Direction
6, 1, 0, 1917594547, sync, GetNextBuyablePlot picker
6, 6, 4, 523326832, sync, Random Direction
6, 9, 2, 3567890665, sync, Random Direction
6, 7, 4, 1029538158, sync, Random Direction
6, 5, 2, 2807287823, sync, Random Direction
6, 6, 5, 2192464028, sync, Random Direction
6, 1, 0, 3890442917, sync, GetNextBuyablePlot picker
6, 2, 0, 2573485690, sync, Random Direction
6, 6, 0, 1502043691, sync, Random Direction
6, 2, 0, 496394888, sync, Random Direction
6, 5, 4, 675124257, sync, Random Direction
6, 6, 0, 3621802054, sync, Random Direction
6, 3, 0, 521908743, sync, GetNextBuyablePlot picker
6, 2, 0, 661856052, sync, Random Direction
6, 3, 1, 901665117, sync, Random Direction
6, 5, 1, 1774267090, sync, Random Direction
6, 5, 3, 1387751331, sync, Random Direction
6, 4, 0, 2763848352, sync, Random Direction
6, 1, 0, 814982745, sync, GetNextBuyablePlot picker
6, 3, 0, 3982696990, sync, Random Direction
6, 6, 0, 1221516031, sync, Random Direction
6, 6, 5, 654778572, sync, Random Direction
6, 6, 2, 4090449685, sync, Selecting a random new quest
6, 4, 1, 2023440938, sync, Choosing random district type for Zone District quest
6, 5, 1, 2126522395, sync, Random Direction
6, 9, 2, 1676377528, sync, Random Direction
6, 2, 0, 1071826833, sync, GetNextBuyablePlot picker
6, 3, 1, 2005096182, sync, Random Direction
6, 5, 1, 2679057143, sync, Random Direction
6, 6, 0, 1320598884, sync, Selecting a random new quest
6, 5, 3, 282807245, sync, Random Direction
6, 2, 1, 2886069378, sync, Random Direction
6, 5, 0, 4213276563, sync, Random Direction
6, 1, 0, 550783952, sync, GetNextBuyablePlot picker
6, 2, 1, 475912137, sync, Random Direction
6, 2, 1, 2586463950, sync, Random Direction
6, 2, 0, 3378151919, sync, Random Direction
6, 3, 0, 2096780540, sync, Random Direction
6, 2, 0, 862136197, sync, Random Direction
6, 1, 0, 1830848986, sync, GetNextBuyablePlot picker
6, 3, 1, 1500990987, sync, Random Direction
6, 2, 0, 2568340712, sync, Random Direction
6, 2, 0, 62109441, sync, Random Direction
6, 3, 0, 554527142, sync, Random Direction
6, 4, 0, 88784871, sync, Random Direction
6, 1, 0, 452347796, sync, GetNextBuyablePlot picker
6, 12, 5, 1965277757, sync, Unit Combat Damage
6, 12, 6, 2107013682, sync, Unit Combat Damage
6, 8, 0, 2264494979, sync, Random Direction
6, 11, 6, 330975488, sync, Random Direction
6, 1, 0, 2660189497, sync, GetNextBuyablePlot picker
6, 8, 0, 757991294, sync, Random Direction
6, 7, 1, 206947551, sync, Random Direction
6, 5, 0, 1174074668, sync, Random Direction
6, 7, 6, 244710389, sync, Random Direction
6, 5, 0, 4246674826, sync, Random Direction
6, 1, 0, 603705339, sync, GetNextBuyablePlot picker
6, 9, 8, 2729981976, sync, Random Direction
6, 9, 0, 3826737777, sync, Random Direction
6, 7, 2, 307857494, sync, Random Direction
6, 5, 3, 1613590743, sync, Random Direction
6, 4, 3, 2835660228, sync, Random Direction
6, 1, 0, 4067341485, sync, GetNextBuyablePlot picker
6, 4, 1, 2667434978, sync, Random Direction
6, 6, 0, 1265517427, sync, Random Direction
6, 6, 5, 343011888, sync, Random Direction
6, 10, 3, 3983470249, sync, Random Direction
6, 10, 0, 1688816686, sync, Random Direction
6, 1, 0, 182428623, sync, GetNextBuyablePlot picker
6, 3, 1, 104595804, sync, Random Direction
6, 3, 0, 1495190629, sync, Random Direction
6, 3, 2, 260177210, sync, Random Direction
6, 4, 2, 3395071467, sync, Random Direction
6, 4, 2, 2503333704, sync, Random Direction
6, 1, 0, 3107244513, sync, GetNextBuyablePlot picker
6, 3, 2, 906146566, sync, Random Direction
6, 1, 0, 3461758407, sync, Random Direction
6, 1, 0, 1886724084, sync, Random Direction
6, 4, 2, 1012081437, sync, Random Direction
6, 2, 1, 2307324306, sync, GetNextBuyablePlot picker
6, 1, 0, 3345936227, sync, Random Direction
6, 1, 0, 12470112, sync, Random Direction
6, 2, 1, 3741570073, sync, Random Direction
6, 1, 0, 2207718622, sync, Random Direction
6, 3, 0, 3285655231, sync, Random Direction
6, 1, 0, 883980684, sync, GetNextBuyablePlot picker
6, 7, 4, 3262421205, sync, Random Direction
6, 7, 5, 2616469738, sync, Random Direction
6, 8, 7, 3664308187, sync, Random Direction
6, 4, 0, 3820069496, sync, Random Direction
6, 4, 3, 854781265, sync, Random Direction
6, 1, 0, 3546540470, sync, GetNextBuyablePlot picker
6, 12, 5, 1803822775, sync, Unit Combat Damage
6, 12, 7, 1939500580, sync, Unit Combat Damage
6, 7, 0, 2586316173, sync, Random Direction
6, 3, 1, 524086082, sync, Random Direction
6, 5, 0, 2477422419, sync, Random Direction
6, 4, 1, 757221520, sync, Random Direction
6, 2, 0, 1494545801, sync, GetNextBuyablePlot picker
6, 4, 0, 28473742, sync, Random Direction
6, 4, 1, 735786415, sync, Random Direction
6, 8, 2, 1795907004, sync, Random Direction
6, 9, 3, 1171153221, sync, Random Direction
6, 7, 3, 1524670618, sync, Random Direction
6, 4, 2, 1940880843, sync, Barbarian camp region placement
6, 4, 1, 2416875944, sync, Barbarian camp location
6, 7, 1, 1224264897, sync, Barb Tribe Roll
7, 5, 1, 1050160230, sync, Storm Direction
7, 100, 43, 1094069159, sync, Pillage Improvement Chance
7, 100, 33, 1871161428, sync, Pillage Improvement Chance
7, 100, 35, 1459909629, sync, Pillage Improvement Chance
7, 100, 32, 1525328114, sync, Pillage Improvement Chance
7, 5, 2, 1385159491, sync, Storm Direction
7, 100, 75, 2497770944, sync, Pillage Improvement Chance
7, 100, 23, 3240710905, sync, Pillage Improvement Chance
7, 100, 11, 997614142, sync, Pillage Improvement Chance
7, 100, 58, 491448479, sync, Pillage Improvement Chance
7, 5, 3, 2512367084, sync, Storm Direction
7, 100, 45, 2585994677, sync, Pillage Improvement Chance
7, 100, 21, 1970431050, sync, Pillage Improvement Chance
7, 100, 35, 931098555, sync, Pillage Improvement Chance
7, 100, 66, 1525660888, sync, Pillage Improvement Chance
7, 5, 2, 2863491121, sync, Storm Direction
7, 100, 21, 2289728278, sync, Pillage Improvement Chance
7, 100, 4, 917195927, sync, Pillage Improvement Chance
7, 100, 19, 202362500, sync, Pillage Improvement Chance
7, 100, 0, 834623085, sync, Pillage Improvement Chance
7, 5, 3, 1782434, sync, Storm Direction
7, 100, 3, 2689473331, sync, Pillage Improvement Chance
7, 100, 42, 167595760, sync, Pillage Improvement Chance
7, 100, 13, 1820847209, sync, Pillage Improvement Chance
7, 100, 28, 572380910, sync, Pillage Improvement Chance
7, 5, 0, 1212495759, sync, Storm Direction
7, 100, 63, 604006940, sync, Pillage Improvement Chance
7, 100, 20, 2720654885, sync, Pillage Improvement Chance
7, 100, 22, 898921466, sync, Pillage Improvement Chance
7, 100, 95, 954711467, sync, Pillage Improvement Chance
7, 5, 0, 4088925192, sync, Storm Direction
7, 5, 0, 792182689, sync, Storm Direction Preview
7, 1, 0, 782620102, sync, GetNextBuyablePlot picker
7, 1, 0, 14846343, sync, GetNextBuyablePlot picker
7, 1, 0, 197517492, sync, GetNextBuyablePlot picker
7, 1, 0, 3438261469, sync, GetNextBuyablePlot picker
7, 2, 0, 1259964498, sync, Random Direction
7, 3, 1, 47462179, sync, Random Direction
7, 1, 0, 1698321440, sync, GetNextBuyablePlot picker
7, 1, 0, 272089561, sync, GetNextBuyablePlot picker
7, 12, 1, 3953383326, sync, Unit Combat Damage
7, 12, 2, 581509759, sync, Unit Combat Damage
7, 2, 1, 935367244, sync, GetNextBuyablePlot picker
7, 2, 1, 3696861845, sync, GetNextBuyablePlot picker
7, 3, 2, 3052523434, sync, Random Direction
7, 5, 0, 3971442587, sync, Random Direction
7, 2, 0, 680167224, sync, GetNextBuyablePlot picker
7, 5, 3, 1165939473, sync, Random Direction
7, 1, 0, 3413458038, sync, GetNextBuyablePlot picker
7, 1, 0, 312140407, sync, Random Direction
7, 4, 0, 2080169700, sync, Random Direction
7, 1, 0, 518819661, sync, GetNextBuyablePlot picker
7, 2, 1, 2700126722, sync, GetNextBuyablePlot picker
7, 9, 6, 3654364947, sync, Random Direction
7, 10, 1, 3055224144, sync, Random Direction
7, 2, 1, 822072137, sync, Random River
7, 2, 1, 3267585102, sync, GetNextBuyablePlot picker
7, 1, 0, 3625298287, sync, GetNextBuyablePlot picker
7, 9, 7, 3585287804, sync, Random Direction
7, 3850, 2195, 3538508549, sync, Choosing a Goody Hut Type
7, 55, 5, 2448783194, sync, Choosing a Sub Type
7, 8, 0, 427650443, sync, Choosing random tech boost to grant based on era
7, 1, 0, 373960296, sync, GetNextBuyablePlot picker
7, 1, 0, 1680450177, sync, GetNextBuyablePlot picker
7, 3, 1, 3322130214, sync, GetNextBuyablePlot picker
7, 2, 1, 2354272103, sync, City Build District Choice
7, 3, 2, 3838298388, sync, Random Direction
7, 6, 1, 3788301757, sync, Random Direction
7, 1, 0, 1064015794, sync, GetNextBuyablePlot picker
7, 6, 2, 1320420099, sync, Random Direction
7, 6, 3, 1927438976, sync, Selecting a random new quest
7, 7, 3, 2473009337, sync, Choosing random tech type for Trigger Tech Boost quest
7, 1, 0, 1995930878, sync, GetNextBuyablePlot picker
7, 4, 0, 971623519, sync, Random Direction
7, 10, 5, 357246636, sync, Random Direction
7, 9, 5, 2345668469, sync, Random Direction
7, 8, 6, 2513070858, sync, Random Direction
7, 10, 3, 3347631995, sync, Random Direction
7, 3, 1, 1486487960, sync, GetNextBuyablePlot picker
7, 2, 0, 2040475121, sync, Random Direction
7, 1, 0, 36449750, sync, Random Direction
7, 1, 0, 743106647, sync, Random Direction
7, 1, 0, 2029625156, sync, Random Direction
7, 1, 0, 57129005, sync, GetNextBuyablePlot picker
7, 6, 1, 3977597282, sync, Random Direction
7, 6, 3, 1152103155, sync, Random Direction
7, 4, 2, 2828233648, sync, Random Direction
7, 4, 0, 2880743977, sync, Random Direction
7, 5, 3, 746267054, sync, Random Direction
7, 2, 0, 2940504911, sync, GetNextBuyablePlot picker
7, 5, 4, 1354470108, sync, Random Direction
7, 3, 1, 4173643749, sync, Random Direction
7, 3, 0, 1851501242, sync, Random Direction
7, 2, 0, 820546923, sync, Random Direction
7, 5, 1, 970784968, sync, Random Direction
7, 4, 2, 1543927137, sync, GetNextBuyablePlot picker
7, 5, 1, 2424944774, sync, Random Direction
7, 6, 1, 1048614215, sync, Random Direction
7, 6, 0, 1176854900, sync, Random Direction
7, 8, 5, 357828253, sync, Random Direction
7, 1, 0, 2839074578, sync, Random Direction
7, 1, 0, 1218920163, sync, GetNextBuyablePlot picker
7, 5, 0, 720445664, sync, Random Direction
7, 5, 0, 233795481, sync, Random Direction
7, 9, 1, 206131806, sync, Random Direction
7, 5, 1, 621078079, sync, Random Direction
7, 7, 2, 1425500940, sync, Random Direction
7, 1, 0, 1732144213, sync, GetNextBuyablePlot picker
7, 6, 4, 1498691178, sync, Random Direction
7, 7, 6, 2976622427, sync, Random Direction
7, 4, 0, 3811978232, sync, Random Direction
7, 6, 2, 960919761, sync, Random Direction
7, 6, 3, 1584877366, sync, Random Direction
7, 3, 1, 2360565303, sync, GetNextBuyablePlot picker
7, 5, 3, 1688080292, sync, Random Direction
7, 2, 0, 3169374477, sync, Random Direction
7, 4, 2, 1541482690, sync, Random Direction
7, 4, 3, 2169874131, sync, Random Direction
7, 6, 5, 3296625168, sync, Selecting a random new quest
7, 6, 5, 3722342665, sync, Choosing random class type for Recruit Great Person Class quest
7, 5, 4, 4095545102, sync, Random Direction
7, 1, 0, 4257865007, sync, GetNextBuyablePlot picker
7, 7, 6, 2444341052, sync, Random Direction
7, 6, 4, 4034139333, sync, Random Direction
7, 5, 3, 3575582234, sync, Random Direction
7, 6, 3, 3064012107, sync, Random Direction
7, 11, 0, 2357756712, sync, Random Direction
7, 2, 1, 117848129, sync, GetNextBuyablePlot picker
7, 3, 0, 3859804646, sync, Random Direction
7, 2, 0, 1315062567, sync, Random Direction
7, 4, 0, 662088148, sync, Random Direction
7, 2, 1, 591206269, sync, Random Direction
7, 4, 2, 2245609074, sync, Random Direction
