[2020-01-04 13:20:15]	,GameCoreEvent::DiplomacySessionClosed, 5.18 ms
[2020-01-04 13:20:15]	,----- FRAME: 15397 time: 18.64ms Moving avg: 18.90ms 94 frames since last 
[2020-01-04 13:20:16]	,UIManager_ProcessInput, 105.14 ms
[2020-01-04 13:20:17]	,    LocalMachineEvent::ShowLeaderScreen, 800.31 ms
[2020-01-04 13:20:17]	,Civ6App_PublishLocalMachine, 800.36 ms
[2020-01-04 13:20:17]	,Civ6App_PublishEvents, 800.39 ms
[2020-01-04 13:20:17]	,----- FRAME: 15459 time: 815.72ms Moving avg: 31.27ms 63 frames since last 
[2020-01-04 13:20:18]	,LuaContext::DiplomacyActionView, 5.78 ms
[2020-01-04 13:20:18]	,GameCoreEvent::DiplomacyStatement, 5.90 ms
[2020-01-04 13:20:19]	,----- FRAME: 15506 time: 28.27ms Moving avg: 37.28ms 48 frames since last 
[2020-01-04 13:20:19]	,            LuaContext::DiplomacyActionView, 6.42 ms
[2020-01-04 13:20:19]	,        GameCoreEvent::DiplomacySessionClosed, 6.52 ms
[2020-01-04 13:20:19]	,----- FRAME: 15523 time: 27.37ms Moving avg: 27.11ms 18 frames since last 
[2020-01-04 13:20:20]	,LuaContext::DiplomacyActionView, 7.52 ms
[2020-01-04 13:20:20]	,GameCoreEvent::DiplomacyStatement, 7.66 ms
[2020-01-04 13:20:20]	,----- FRAME: 15564 time: 27.03ms Moving avg: 27.51ms 42 frames since last 
[2020-01-04 13:20:21]	,    LuaContext::DiplomacyActionView, 5.04 ms
[2020-01-04 13:20:21]	,GameCoreEvent::DiplomacySessionClosed, 5.12 ms
[2020-01-04 13:20:21]	,----- FRAME: 15590 time: 27.72ms Moving avg: 27.65ms 27 frames since last 
[2020-01-04 13:20:25]	,LocalMachineEvent::ShowLeaderScreen, 599.10 ms
[2020-01-04 13:20:25]	,Civ6App_PublishLocalMachine, 599.13 ms
[2020-01-04 13:20:25]	,Civ6App_PublishEvents, 599.17 ms
[2020-01-04 13:20:25]	,----- FRAME: 15775 time: 613.81ms Moving avg: 25.72ms 186 frames since last 
[2020-01-04 13:20:29]	,LuaContext::DiplomacyActionView, 6.92 ms
[2020-01-04 13:20:29]	,GameCoreEvent::DiplomacyStatement, 7.04 ms
